"date","lead_name","business","area","phone_or_link","channel","status","next_action","next_date","notes","lead_id"
"2026-03-05","1 Dirham Home Insulation","1 Dirham Home Insulation","Dubai","+97142975755","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/1-dirham-home-insulation-183247","UAE0193"
"2026-03-05","55 Car Care","55 Car Care","Dubai","+971547775033","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/55-car-care-190579","UAE0303"
"2026-03-05","5N Business Consultants","5N Business Consultants","Dubai","+971501099417","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/5n-business-consultants-188206","UAE0304"
"2026-03-05","5S Technical Services LLC","5S Technical Services LLC","Dubai","+97142806007","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/5s-technical-services-llc-188989","UAE0305"
"2026-03-05","6 Sigma Financial Consultancy LLC","6 Sigma Financial Consultancy LLC","Dubai","+971506455781","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/6-sigma-financial-consultancy-llc-149641","UAE0306"
"2026-03-05","60 Minutes Laundry LLC","60 Minutes Laundry LLC","Dubai","+971569987544","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/60-minutes-laundry-llc-188547","UAE0307"
"2026-03-05","60 Minutes Laundry LLC","60 Minutes Laundry LLC","Dubai","+971586787499","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/60-minutes-laundry-llc-188547","UAE0308"
"2026-03-05","7 Eleven Mart","7 Eleven Mart","Dubai","+97142283830","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/7-eleven-mart-125216","UAE0309"
"2026-03-05","7 Hills Grocery","7 Hills Grocery","Dubai","+97142653158","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/7-hills-grocery-165681","UAE0310"
"2026-03-05","7 Media MFZ LLC","7 Media MFZ LLC","Dubai","+971558813941","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/7-media-mfz-llc-162983","UAE0311"
"2026-03-05","7 Ocean General Trading LLC","7 Ocean General Trading LLC","Dubai","+97142726793","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/7-ocean-general-trading-llc-169689","UAE0312"
"2026-03-05","7 Ocean General Trading LLC","7 Ocean General Trading LLC","Dubai","+971557545125","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/7-ocean-general-trading-llc-169689","UAE0313"
"2026-03-05","7 Routes Decoration Design and Fit Out","7 Routes Decoration Design and Fit Out","Dubai","+971553673376","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/7-routes-decoration-design-and-fit-out-185725","UAE0314"
"2026-03-05","7 Seas General Trading LLC","7 Seas General Trading LLC","Dubai","+971506522208","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/7-seas-general-trading-llc-183945","UAE0315"
"2026-03-05","7 Seven Luxury Car Rental","7 Seven Luxury Car Rental","Dubai","+971563671188","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/7-seven-luxury-car-rental-183596","UAE0316"
"2026-03-05","7 Stars Party Organizer","7 Stars Party Organizer","Dubai","+97142650772","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/7-stars-party-organizer-134973","UAE0317"
"2026-03-05","7 Wonders Tourism LLC","7 Wonders Tourism LLC","Dubai","+97142508888","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/7-wonders-tourism-llc-161842","UAE0318"
"2026-03-05","7-11 Grocery","7-11 Grocery","Dubai","+97143331114","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/7-11-grocery-165682","UAE0319"
"2026-03-05","77 Carpet &amp; Curtains Co","77 Carpet &amp; Curtains Co","Dubai","+97142722755","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/77-carpet-curtains-co-161287","UAE0320"
"2026-03-05","77 Veggie Boutique","77 Veggie Boutique","Dubai","+97144224116","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/77-veggie-boutique-152094","UAE0321"
"2026-03-05","777 Cars Trading LLC","777 Cars Trading LLC","Dubai","+97143205777","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/777-cars-trading-llc-181914","UAE0322"
"2026-03-05","777 Cars Trading LLC","777 Cars Trading LLC","Dubai","+971585187727","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/777-cars-trading-llc-181914","UAE0323"
"2026-03-05","786 Rent A Car LLC","786 Rent A Car LLC","Dubai","+97142648513","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/786-rent-a-car-llc-159304","UAE0324"
"2026-03-05","786 Technologies LLC","786 Technologies LLC","Dubai","+97143516357","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/786-technologies-llc-157050","UAE0325"
"2026-03-05","7em Consultants","7em Consultants","Dubai","+97142502575","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/7em-consultants-161552","UAE0326"
"2026-03-05","7G Media Consultancies","7G Media Consultancies","Dubai","+97144495427","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/7g-media-147179","UAE0327"
"2026-03-05","8 Keyz","8 Keyz","Dubai","+97142327747","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/8-keyz-162794","UAE0328"
"2026-03-05","800 BBATTERY","800 BBATTERY","Dubai","+971543595923","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/800-bbattery-194580","UAE0329"
"2026-03-05","800 Carguru","800 Carguru","Dubai","+971521548065","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/800-carguru-187270","UAE0330"
"2026-03-05","800 Leather Solutions","800 Leather Solutions","Dubai","+97142851211","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/800-leather-solutions-195417","UAE0331"
"2026-03-05","800 Leather Solutions","800 Leather Solutions","Dubai","+971522418321","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/800-leather-solutions-195417","UAE0332"
"2026-03-05","800 Movers","800 Movers","Dubai","+97143365370","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/800-movers-188990","UAE0333"
"2026-03-05","800 Movers","800 Movers","Dubai","+971526060785","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/800-movers-188990","UAE0334"
"2026-03-05","800 Pergola","800 Pergola","Dubai","+971432529668","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/800-pergola-191660","UAE0335"
"2026-03-05","800 Pergola","800 Pergola","Dubai","+971553805148","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/800-pergola-191660","UAE0336"
"2026-03-05","800 Pizza","800 Pizza","Dubai","+97180074992","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/800-pizza-173614","UAE0337"
"2026-03-05","800 Tailor","800 Tailor","Dubai","+97143880800","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/800-tailor-162633","UAE0338"
"2026-03-05","800 Tailor","800 Tailor","Dubai","+971800824567","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/800-tailor-162633","UAE0339"
"2026-03-05","800 Thali","800 Thali","Dubai","+97143659959","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/800-thali-174736","UAE0340"
"2026-03-05","800 Truck","800 Truck","Dubai","+971585427897","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/800-truck-184760","UAE0341"
"2026-03-05","800website","800website","Dubai","+971501809327","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/800website-190338","UAE0342"
"2026-03-05","88 Video Centre LLC","88 Video Centre LLC","Dubai","+97142614147","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/88-video-centre-llc-161362","UAE0343"
"2026-03-05","888 Real Estate Broker","888 Real Estate Broker","Dubai","+97143415888","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/888-real-estate-broker-172356","UAE0344"
"2026-03-05","89.4 Tamil Fm","89.4 Tamil Fm","Dubai","+97143595535","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/89-4-tamil-fm-183144","UAE0345"
"2026-03-05","8th Street Studios","8th Street Studios","Dubai","+97143307878","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/8th-street-studios-162690","UAE0346"
"2026-03-05","911 Security Services","911 Security Services","Dubai","+97142677747","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/911-security-services-152400","UAE0347"
"2026-03-05","999 Rent A Car","999 Rent A Car","Dubai","+97143575799","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/999-rent-a-car-150801","UAE0348"
"2026-03-05","9T Studio LLC FC","9T Studio LLC FC","Dubai","+97143977768","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/9t-studio-llc-fc-188389","UAE0349"
"2026-03-05","9T Studio LLC FC","9T Studio LLC FC","Dubai","+971543357010","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/9t-studio-llc-fc-188389","UAE0350"
"2026-03-05","A &amp; A Associate","A &amp; A Associate","Dubai","+97142690673","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-a-associate-172357","UAE0351"
"2026-03-05","A &amp; A Associate","A &amp; A Associate","Dubai","+971505302603","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-a-associate-172357","UAE0352"
"2026-03-05","A &amp; A Real Estate","A &amp; A Real Estate","Dubai","+97144477834","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-a-real-estate-172359","UAE0353"
"2026-03-05","A &amp; F Auto Spare Parts Trading LLC","A &amp; F Auto Spare Parts Trading LLC","Dubai","+97143884234","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-f-auto-spare-parts-trading-llc-146549","UAE0354"
"2026-03-05","A &amp; J Decor LLC","A &amp; J Decor LLC","Dubai","+97142820094","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-j-decor-llc-112619","UAE0355"
"2026-03-05","A &amp; J Decor LLC","A &amp; J Decor LLC","Dubai","+971506562321","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-j-decor-llc-112619","UAE0356"
"2026-03-05","A &amp; T Interiors LLC","A &amp; T Interiors LLC","Dubai","+97143964121","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-t-interiors-llc-151898","UAE0357"
"2026-03-05","A 1 Business Services LLC","A 1 Business Services LLC","Dubai","+97142564744","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-1-business-services-llc-159038","UAE0358"
"2026-03-05","A 2 B Garage","A 2 B Garage","Dubai","+97143475712","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-2-b-garage-152508","UAE0359"
"2026-03-05","A 2 R Solutions","A 2 R Solutions","Dubai","+97143233638","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-2-r-solutions-144777","UAE0360"
"2026-03-05","A 2 Z Advertising LLC","A 2 Z Advertising LLC","Dubai","+97142670705","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-2-z-advertising-llc-130876","UAE0361"
"2026-03-05","A 2 Z Architectural Engg Consultant","A 2 Z Architectural Engg Consultant","Dubai","+97142635595","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-2-z-architectural-engg-consultant-156694","UAE0362"
"2026-03-05","A 2 Z Car Registration Services","A 2 Z Car Registration Services","Dubai","+97142669212","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-2-z-car-registration-services-162802","UAE0363"
"2026-03-05","A A A Middle East","A A A Middle East","Dubai","+97142578484","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-a-a-middle-east-158734","UAE0364"
"2026-03-05","A A A Moonlight Cleaning and Maint Establishment","A A A Moonlight Cleaning and Maint Establishment","Dubai","+97142634747","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-a-a-moonlight-cleaning-and-maint-establishment-116739","UAE0365"
"2026-03-05","A A A Service Centre","A A A Service Centre","Dubai","+97142858989","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-a-a-service-centre-116184","UAE0366"
"2026-03-05","A A A Service Centre","A A A Service Centre","Dubai","+971506248301","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-a-a-service-centre-116184","UAE0367"
"2026-03-05","A A Electronics","A A Electronics","Dubai","+97142211832","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-a-electronics-145855","UAE0368"
"2026-03-05","A A H E Furniture Trading","A A H E Furniture Trading","Dubai","+97142233364","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-a-h-e-furniture-trading-189145","UAE0369"
"2026-03-05","A A H E Furniture Trading","A A H E Furniture Trading","Dubai","+971552488724","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-a-h-e-furniture-trading-189145","UAE0370"
"2026-03-05","A A K Middle East LLC","A A K Middle East LLC","Dubai","+97143201828","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-a-k-middle-east-llc-152536","UAE0371"
"2026-03-05","A A Mulla Carpentry","A A Mulla Carpentry","Dubai","+97142713344","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-a-mulla-carpentry-1342","UAE0372"
"2026-03-05","A Al Hamadi Electromechanical Works LLC","A Al Hamadi Electromechanical Works LLC","Dubai","+97143394742","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-al-hamadi-electromechanical-works-llc-158887","UAE0373"
"2026-03-05","A And B Advertising","A And B Advertising","Dubai","+971559892100","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-and-b-advertising-153874","UAE0374"
"2026-03-05","A and M Partners LLC","A and M Partners LLC","Dubai","+97144228039","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-and-m-partners-llc-146009","UAE0375"
"2026-03-05","A and M Partners Trading LLC","A and M Partners Trading LLC","Dubai","+97144228039","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-and-m-partners-trading-llc-153778","UAE0376"
"2026-03-05","A and Z Medical Equipment Trading","A and Z Medical Equipment Trading","Dubai","+97142672072","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-and-z-medical-equipment-trading-119265","UAE0377"
"2026-03-05","A and Z Technologies LLC","A and Z Technologies LLC","Dubai","+97144217854","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-and-z-technologies-llc-177872","UAE0378"
"2026-03-05","A and Z Technologies LLC","A and Z Technologies LLC","Dubai","+971505846960","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-and-z-technologies-llc-177872","UAE0379"
"2026-03-05","A Aras Medical Devices and Equipment CO LLC","A Aras Medical Devices and Equipment CO LLC","Dubai","+97142344457","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-aras-medical-devices-and-equipment-co-llc-180162","UAE0380"
"2026-03-05","A Aras Medical Devices and Equipment CO LLC","A Aras Medical Devices and Equipment CO LLC","Dubai","+971506462583","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-aras-medical-devices-and-equipment-co-llc-180162","UAE0381"
"2026-03-05","A B Building Contg Company LLC","A B Building Contg Company LLC","Dubai","+97143312545","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-building-contg-company-llc-117582","UAE0382"
"2026-03-05","A B C Tours","A B C Tours","Dubai","+97142942003","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-c-tours-146342","UAE0383"
"2026-03-05","A B Copy Point LLC","A B Copy Point LLC","Dubai","+97143454599","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-copy-point-llc-131740","UAE0384"
"2026-03-05","A B Cranes","A B Cranes","Dubai","+97142693347","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-cranes-184835","UAE0385"
"2026-03-05","A B D Elsalam Hassine Technical Services","A B D Elsalam Hassine Technical Services","Dubai","+97142566907","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-d-elsalam-hassine-technical-services-161958","UAE0386"
"2026-03-05","A B D Interiors LLC","A B D Interiors LLC","Dubai","+97143477587","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-d-interiors-llc-153405","UAE0387"
"2026-03-05","A B D Interiors LLC","A B D Interiors LLC","Dubai","+971505388977","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-b-d-interiors-llc-153405","UAE0388"
"2026-03-05","A B D International Building Material Trading LLC","A B D International Building Material Trading LLC","Dubai","+97142287973","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-d-intl-bldg-mat-trdg-llc-146697","UAE0389"
"2026-03-05","A B Garage","A B Garage","Dubai","+97142651155","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-garage-170100","UAE0390"
"2026-03-05","A B Garage","A B Garage","Dubai","+971501700170","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-b-garage-170100","UAE0391"
"2026-03-05","A B M Designs LLC","A B M Designs LLC","Dubai","+97143933342","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-m-designs-llc-162182","UAE0392"
"2026-03-05","A B M Marks and Rights","A B M Marks and Rights","Dubai","+97143578188","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-m-marks-and-rights-153754","UAE0393"
"2026-03-05","A B Print House Llc","A B Print House Llc","Dubai","+97142547887","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-print-house-llc-183315","UAE0394"
"2026-03-05","A B Print House Llc","A B Print House Llc","Dubai","+971552887699","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-b-print-house-llc-183315","UAE0395"
"2026-03-05","A B Q Alwardah Gen Trdg LLC","A B Q Alwardah Gen Trdg LLC","Dubai","+97143417912","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-q-alwardah-gen-trdg-llc-156815","UAE0396"
"2026-03-05","A B S Middle East LLC","A B S Middle East LLC","Dubai","+97142383464","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-s-middle-east-llc-150010","UAE0397"
"2026-03-05","A C G General Trading LLC","A C G General Trading LLC","Dubai","+97142948682","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-c-g-general-trading-llc-144265","UAE0398"
"2026-03-05","A C I Consultancy","A C I Consultancy","Dubai","+97142669100","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-c-i-consultancy-163977","UAE0399"
"2026-03-05","A C M E Electromechanical Works LLC","A C M E Electromechanical Works LLC","Dubai","+97142583122","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-c-m-e-electromechanical-works-llc-155891","UAE0400"
"2026-03-05","A C M ME DMCC","A C M ME DMCC","Dubai","+97144501700","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-c-m-me-dmcc-127831","UAE0401"
"2026-03-05","A C Milan Sports Equipment","A C Milan Sports Equipment","Dubai","+97142217776","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-c-milan-sports-equipment-120848","UAE0402"
"2026-03-05","A C Milan Sports Equipment","A C Milan Sports Equipment","Dubai","+971547854574","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-c-milan-sports-equipment-120848","UAE0403"
"2026-03-05","A C T Computers Trdg LLC","A C T Computers Trdg LLC","Dubai","+97143935154","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-c-t-computers-trdg-llc-148221","UAE0404"
"2026-03-05","A Ccrdfied Company","A Ccrdfied Company","Dubai","+97144409800","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-ccrdfied-company-146304","UAE0405"
"2026-03-05","A Class Chauffeur","A Class Chauffeur","Dubai","+97143827821","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-class-chauffeur-172457","UAE0406"
"2026-03-05","A Class Chauffeur","A Class Chauffeur","Dubai","+971508544418","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-class-chauffeur-172457","UAE0407"
"2026-03-05","A E C Elect FZCO","A E C Elect FZCO","Dubai","+97143687114","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-e-c-elect-fzco-145914","UAE0408"
"2026-03-05","A E C Trading LLC","A E C Trading LLC","Dubai","+97143938181","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-e-c-trading-llc-132519","UAE0409"
"2026-03-05","A E C Trading LLC","A E C Trading LLC","Dubai","+971502043201","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-e-c-trading-llc-132519","UAE0410"
"2026-03-05","A E P International Trading LLC","A E P International Trading LLC","Dubai","+97142523391","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-e-p-international-trading-llc-161554","UAE0411"
